번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명
4067,영화상영관,03_13_02_P,3830000,CDFF4220002001000002,20010921,,3,폐업,3,폐업,20030417,,,,447-5601,,430831,경기도 안양시 만안구 안양동 674-145번지,경기도 안양시 만안구 안양로292번길 8  (안양동),,뉴월드시네마 2관,2.00E+13,I,59:59.0,,193059.9656,432930.5446,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20010921,
4068,영화상영관,03_13_02_P,3830000,CDFF4220002002000008,20020805,,3,폐업,3,폐업,20060221,,,,466-8851,,430832,경기도 안양시 만안구 안양동 676-116번지 안양빌딩 7층,"경기도 안양시 만안구 안양로 283  (안양동,안양빌딩 7층)",,안양극장 1관,2.01E+13,I,59:59.0,,193019.957,432830.5358,영화상영관,영화상영관,8,학교정화(상대),,,7,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20020805,
4069,영화상영관,03_13_02_P,3830000,CDFF4220002002000009,20020805,,3,폐업,3,폐업,20060221,,,,466-8851,,430832,경기도 안양시 만안구 안양동 676-116번지 안양빌딩 6층,"경기도 안양시 만안구 안양로 283  (안양동,안양빌딩 6층)",,안양극장 2관,2.01E+13,I,59:59.0,,193019.957,432830.5358,영화상영관,영화상영관,8,학교정화(상대),,,7,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20020805,
4070,영화상영관,03_13_02_P,3830000,CDFF4220002002000010,20020805,,3,폐업,3,폐업,20060221,,,,466-8851,,430832,경기도 안양시 만안구 안양동 676-116번지 안양빌딩 6층,"경기도 안양시 만안구 안양로 283  (안양동,안양빌딩 6층)",,안양극장 3관,2.01E+13,I,59:59.0,,193019.957,432830.5358,영화상영관,영화상영관,8,학교정화(상대),,,7,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20020805,
4071,영화상영관,03_13_02_P,5590000,CDFF4220002019000001,20190926,,3,폐업,3,폐업,20201218,,,,031-855-6050,,,경기도 양주시 장흥면 일영리 44-6,경기도 양주시 장흥면 권율로 112,11520,장흥자동차극장 1관,2.02E+13,U,40:00.0,,195518.585,469062.4043,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,,자동차극장,,20190926,
4072,영화상영관,03_13_02_P,5590000,CDFF4220002019000002,20190926,,3,폐업,3,폐업,20201218,,,,031-855-6050,,,경기도 양주시 장흥면 일영리 44-6,경기도 양주시 장흥면 권율로 112,11520,장흥자동차극장 2관,2.02E+13,U,40:00.0,,195518.585,469062.4043,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,,자동차극장,,20190926,
4073,영화상영관,03_13_02_P,3650000,CDFF4220002001000002,20010524,,3,폐업,3,폐업,20080813,,,,,,301822,대전광역시 중구 선화동 3-14번지 겔러리아동백점 12층,"대전광역시 중구 중앙로 141  (선화동,겔러리아동백점 12층)",,겔러리아 동백시네마1관,2.01E+13,I,59:59.0,,238117.4205,314301.9536,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20010524,
4074,영화상영관,03_13_02_P,3650000,CDFF4220002001000003,20010524,,3,폐업,3,폐업,20080813,,,,,,301822,대전광역시 중구 선화동 3-14번지 겔러리아 동백점12층,"대전광역시 중구 중앙로 141  (선화동,겔러리아 동백점12층)",,겔러리아동백시네마 2관,2.01E+13,I,59:59.0,,238117.4205,314301.9536,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20010524,
4075,영화상영관,03_13_02_P,3650000,CDFF4220002001000004,20010524,,3,폐업,3,폐업,20080813,,,,,,301822,대전광역시 중구 선화동 3-14번지 겔러리아동백점12층,"대전광역시 중구 중앙로 141  (선화동,겔러리아동백점12층)",,겔러리아동백시네마 3관,2.01E+13,I,59:59.0,,238117.4205,314301.9536,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20010524,
4076,영화상영관,03_13_02_P,3650000,CDFF4220002003000001,20031229,,3,폐업,3,폐업,20071023,,,,,,301849,대전광역시 중구 사정동 269-1번지,,,대전동물원자동차극장(2관),2.01E+13,I,59:59.0,,,,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,자동차극장,,20031229,
4077,영화상영관,03_13_02_P,3650000,CDFF4220002003000002,20031229,,3,폐업,3,폐업,20070424,,,,,,301849,대전광역시 중구 사정동 269-1번지,,,대전동물원자동차극장(제1관),2.01E+13,I,59:59.0,,,,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,자동차극장,,20031229,
4078,영화상영관,03_13_02_P,3650000,CDFF4220002011000001,20110121,,3,폐업,3,폐업,20160519,,,,252-4300,,,대전광역시 중구 대사동 198-20번지 외 18필지,"대전광역시 중구 보문산공원로 469 (대사동,외 18필지)",,4D 상영관,2.02E+13,I,59:59.0,,237752.3223,312224.5782,영화상영관,,4,주택가주변,,,4,1,기타,1.5,,,,,,,,,,,,,,,,,,영화관,,20110121,일반주거지역
4079,영화상영관,03_13_02_P,3650000,CDFF4220002001000005,20010524,,3,폐업,3,폐업,20081113,,,,,,301822,대전광역시 중구 선화동 3-14번지 겔러리아동백점 12층,"대전광역시 중구 중앙로 141  (선화동,겔러리아동백점 12층)",,겔러리아동백시네마 4관,2.01E+13,I,59:59.0,,238117.4205,314301.9536,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20010524,
4080,영화상영관,03_13_02_P,3650000,CDFF4220002001000006,20010524,,3,폐업,3,폐업,20081113,,,,,,301822,대전광역시 중구 선화동 3-14번지 겔러리아동백점 12층,"대전광역시 중구 중앙로 141  (선화동,겔러리아동백점 12층)",,겔러리아동백시네마 5관,2.01E+13,I,59:59.0,,238117.4205,314301.9536,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20010524,
4081,영화상영관,03_13_02_P,3390000,CDFF4220002005000011,20050929,,3,폐업,3,폐업,20170804,,,,051-310-1667,,617805,부산광역시 사상구 감전동 502-1번지 마트월드5층 노외주차장,"부산광역시 사상구 낙동대로 910 (감전동,마트월드5층 노외주차장)",,씨네이 자동차극장,2.02E+13,I,59:59.0,,379554.8268,184301.129,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,자동차극장,,20050929,
4082,영화상영관,03_13_02_P,3300000,CDFF4220002002000001,20021226,,3,폐업,3,폐업,20121015,,,,558-3891,,607833,부산광역시 동래구 온천동 189-17번지,부산광역시 동래구 금강공원로 23 (온천동),47712,온천극장,2.02E+13,I,59:59.0,,389488.4711,193054.2617,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20021226,
4083,영화상영관,03_13_02_P,3320000,CDFF4220002004000002,20040812,,3,폐업,3,폐업,20160913,,,,364-0480,,,부산광역시 북구 화명동 2275-1번지,부산광역시 북구 화명대로 16 (화명동),46527,CGV 화명 제9관,2.02E+13,I,59:59.0,,382882.2789,194681.151,영화상영관,영화상영관,10,유흥업소밀집지역,,,9,1,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20040812,상업지역
4084,영화상영관,03_13_02_P,3330000,CDFF4220002002000004,20021112,,3,폐업,3,폐업,20170315,,,,,,,부산광역시 해운대구 우동 587-1번지,"부산광역시 해운대구 해운대로 648, 6층 (우동, 스펀지몰)",48095,메가박스 해운대 제4관,2.02E+13,I,59:59.0,,396848.1624,187172.5795,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20021112,
4085,영화상영관,03_13_02_P,3330000,CDFF4220002002000005,20021112,,3,폐업,3,폐업,20170315,,,,,,,부산광역시 해운대구 우동 587-1번지,"부산광역시 해운대구 해운대로 648, 6층 (우동, 스펀지몰)",48095,메가박스 해운대 M관,2.02E+13,I,59:59.0,,396848.1624,187172.5795,영화상영관,영화상영관,,,,,,,,1,,,,,,,,,,,,,,,,,,영화관,,20021112,
4086,영화상영관,03_13_02_P,3330000,CDFF4220002002000006,20021112,,3,폐업,3,폐업,20170315,,,,,,,부산광역시 해운대구 우동 587-1번지,"부산광역시 해운대구 해운대로 648, 6층 (우동)",48095,메가박스 해운대 제6관,2.02E+13,I,59:59.0,,396848.1624,187172.5795,영화상영관,영화상영관,,,,,,,,1,,,,,,,,,,,,,,,,,,영화관,,20021112,
4087,영화상영관,03_13_02_P,3330000,CDFF4220002002000007,20021112,,3,폐업,3,폐업,20170315,,,,,,,부산광역시 해운대구 우동 587-1번지 스펀지몰 6층,"부산광역시 해운대구 해운대로 648 (우동,스펀지몰 6층)",,메가박스 해운대 제7관,2.02E+13,I,59:59.0,,396848.1624,187172.5795,영화상영관,영화상영관,,,,,,,,1,,,,,,,,,,,,,,,,,,영화관,,20021112,
4088,영화상영관,03_13_02_P,3330000,CDFF4220002002000008,20021112,,3,폐업,3,폐업,20170315,,,,,,,부산광역시 해운대구 우동 587-1번지,"부산광역시 해운대구 해운대로 648, 6층 (우동, 스펀지몰)",48095,메가박스 해운대 테이블M관,2.02E+13,I,59:59.0,,396848.1624,187172.5795,영화상영관,영화상영관,,,,,,,,1,,,,,,,,,,,,,,,,,,영화관,,20021112,
4089,영화상영관,03_13_02_P,3330000,CDFF4220001998000001,19980623,,3,폐업,3,폐업,20090622,,,,,,612824,부산광역시 해운대구 우동 1413번지 올림픽공원 놀이마당,"부산광역시 해운대구 APEC로 58  (우동,올림픽공원 놀이마당)",,자동차야외극장 씨네파크,2.01E+13,I,59:59.0,,394621.928,187299.2909,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,자동차극장,,19980623,
4090,영화상영관,03_13_02_P,3330000,CDFF4220001998000002,19980319,,3,폐업,3,폐업,20060710,,,,051-740-0410,,612821,부산광역시 해운대구 우동 651-2번지,부산광역시 해운대구 해운대해변로 217  (우동),,그랜드맥스,2.01E+13,I,59:59.0,,396311.4784,186563.9636,영화상영관,영화상영관,28,,,,22,6,,,,,,,,,,,,,,,,,,,,영화관,,19980319,일반상업지역
4091,영화상영관,03_13_02_P,3330000,CDFF4220002002000001,20021112,,3,폐업,3,폐업,20170315,,,,,,,부산광역시 해운대구 우동 587-1번지,"부산광역시 해운대구 해운대로 648, 6층 (우동)",48095,메가박스 해운대 제1관,2.02E+13,I,59:59.0,,396848.1624,187172.5795,영화상영관,영화상영관,,,,,,,,1,,,,,,,,,,,,,,,,,,영화관,,20021112,
4092,영화상영관,03_13_02_P,3330000,CDFF4220002002000002,20021112,,3,폐업,3,폐업,20170315,,,,,,,부산광역시 해운대구 우동 587-1번지 스펀지몰,"부산광역시 해운대구 해운대로 648, 6층 (우동, 스펀지몰)",48095,메가박스 해운대 제2관,2.02E+13,I,59:59.0,,396848.1624,187172.5795,영화상영관,영화상영관,,,,,,,,1,,,,,,,,,,,,,,,,,,영화관,,20021112,
4093,영화상영관,03_13_02_P,3330000,CDFF4220002002000003,20021112,,3,폐업,3,폐업,20170315,,,,,,,부산광역시 해운대구 우동 587-1번지 스펀지몰 6층,부산광역시 해운대구 해운대로 648 (우동),48095,메가박스 해운대 제3관,2.02E+13,I,59:59.0,,396848.1624,187172.5795,영화상영관,영화상영관,,,,,,,,1,,,,,,,,,,,,,,,,,,영화관,,20021112,
4094,영화상영관,03_13_02_P,3330000,CDFF4220002002000009,20021112,,3,폐업,3,폐업,20170315,,,,,,,부산광역시 해운대구 우동 587-1번지,"부산광역시 해운대구 해운대로 648, 6층 (우동, 스펀지몰)",48095,메가박스 해운대 제9관,2.02E+13,I,59:59.0,,396848.1624,187172.5795,영화상영관,영화상영관,,,,,,,,1,,,,,,,,,,,,,,,,,,영화관,,20021112,
4095,영화상영관,03_13_02_P,3330000,CDFF4220002002000010,20021112,,3,폐업,3,폐업,20170315,,,,,,,부산광역시 해운대구 우동 587-1번지,"부산광역시 해운대구 해운대로 648, 6층 (우동, 스펀지몰)",48095,메가박스 해운대 제10관,2.02E+13,I,59:59.0,,396848.1624,187172.5795,영화상영관,영화상영관,,,,,,,,1,,,,,,,,,,,,,,,,,,영화관,,20021112,
4096,영화상영관,03_13_02_P,4180000,CDFF4220002008000013,20081201,,3,폐업,3,폐업,20090106,,,,258-6445,,200831,강원도 춘천시 서면 현암리 367번지 (1층),강원도 춘천시 서면 박사로 854  ((1층)),,아니마떼끄,2.01E+13,I,59:59.0,,260861.0292,488431.7462,영화상영관,영화상영관,3,,,,3,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20081201,
4097,영화상영관,03_13_02_P,3560000,CDFF4220002016000007,20161013,,3,폐업,3,폐업,20201104,,,,,,,인천광역시 서구 청라동 162-2,"인천광역시 서구 중봉대로 610, 8층 (청라동)",22736,메가박스중앙(주) 청라지점 7관,2.02E+13,U,40:00.0,,169013,448026,영화상영관,,12,기타,,,10,3,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20161013,일반상업지역
4098,영화상영관,03_13_02_P,3490000,CDFF4220001983000002,19831230,,3,폐업,3,폐업,20020820,,,,,,400103,인천광역시 중구 신흥동3가 13번지,,,자유극장,2.00E+13,I,59:59.0,,,,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19831230,
4099,영화상영관,03_13_02_P,3490000,CDFF4220002012000001,20120116,,3,폐업,3,폐업,20220114,,,,032-743-8580,,,인천광역시 중구 운서동 2850 인천공항교통센터 지하1층,"인천광역시 중구 공항로424번길 47 (운서동,인천공항교통센터 지하1층)",,CGV 인천공항 2관,2.02E+13,U,40:00.0,,152264.5708,437746.1699,영화상영관,,0,,,0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20120116,
4100,영화상영관,03_13_02_P,3490000,CDFF4220002012000002,20120116,,3,폐업,3,폐업,20220114,,,,02-371-6639,,,인천광역시 중구 운서동 2850 인천공항교통센터 지하1층,"인천광역시 중구 공항로424번길 47 (운서동,인천공항교통센터 지하1층)",,CGV 인천공항 1관,2.02E+13,U,40:00.0,,152264.5708,437746.1699,영화상영관,,0,,,0,0,0,,1,0,0,0,,,,,,,,,,,,0,,,영화관,,20120116,
4101,영화상영관,03_13_02_P,3520000,CDFF4220002002000002,20020730,,3,폐업,3,폐업,20091102,,,,,,406831,인천광역시 연수구 청학동 502-2번지,인천광역시 연수구 청능대로 75  (청학동),,롯데시네마,2.01E+13,I,59:59.0,,171122.4138,434882.9607,영화상영관,영화상영관,10,,,,8,2,,,,,,,,,,,,,,,,,,,,영화관,,20020730,
4102,영화상영관,03_13_02_P,3520000,CDFF4220002002000003,20020730,,3,폐업,3,폐업,20091102,,,,,,406831,인천광역시 연수구 청학동 502-2번지,인천광역시 연수구 청능대로 75  (청학동),,롯데시네마,2.01E+13,I,59:59.0,,171122.4138,434882.9607,영화상영관,영화상영관,10,,,,8,2,,,,,,,,,,,,,,,,,,,,영화관,,20020730,
4103,영화상영관,03_13_02_P,3520000,CDFF4220002002000004,20020730,,3,폐업,3,폐업,20091102,,,,,,406831,인천광역시 연수구 청학동 502-2번지,인천광역시 연수구 청능대로 75  (청학동),,롯데시네마,2.01E+13,I,59:59.0,,171122.4138,434882.9607,영화상영관,영화상영관,10,,,,8,2,,,,,,,,,,,,,,,,,,,,영화관,,20020730,
4104,영화상영관,03_13_02_P,3520000,CDFF4220002002000005,20020730,,3,폐업,3,폐업,20091102,,,,,,406831,인천광역시 연수구 청학동 502-2번지,인천광역시 연수구 청능대로 75  (청학동),,롯데시네마,2.01E+13,I,59:59.0,,171122.4138,434882.9607,영화상영관,영화상영관,10,,,,8,2,,,,,,,,,,,,,,,,,,,,영화관,,20020730,
4105,영화상영관,03_13_02_P,3520000,CDFF4220002002000006,20020730,,3,폐업,3,폐업,20091102,,,,,,138727,서울특별시 송파구 신천동 7-18번지 롯데캐슬골드 101동 2008호,"서울특별시 송파구 올림픽로 269, 101동 2008호 (신천동,롯데캐슬골드)",,롯데시네마,2.01E+13,I,59:59.0,,208836.1921,445807.7274,영화상영관,영화상영관,10,,,,8,2,,,,,,,,,,,,,,,,,,,,영화관,,20020730,
4106,영화상영관,03_13_02_P,3520000,CDFF4220002002000007,20020730,,3,폐업,3,폐업,20091102,,,,,,406831,인천광역시 연수구 청학동 502-2번지,인천광역시 연수구 청능대로 75  (청학동),,롯데시네마,2.01E+13,I,59:59.0,,171122.4138,434882.9607,영화상영관,영화상영관,10,,,,8,2,,,,,,,,,,,,,,,,,,,,영화관,,20020730,
4107,영화상영관,03_13_02_P,3520000,CDFF4220002002000008,20020730,,3,폐업,3,폐업,20091102,,,,,,406831,인천광역시 연수구 청학동 502-2번지,인천광역시 연수구 청능대로 75  (청학동),,롯데시네마,2.01E+13,I,59:59.0,,171122.4138,434882.9607,영화상영관,영화상영관,10,,,,8,2,,,,,,,,,,,,,,,,,,,,영화관,,20020730,
4108,영화상영관,03_13_02_P,3520000,CDFF4220002003000001,20030711,,3,폐업,3,폐업,20091102,,,,819-6630,,406831,인천광역시 연수구 청학동 502-1번지,인천광역시 연수구 청능대로 71  (청학동),,롯데시네마,2.01E+13,I,59:59.0,,171102.0038,434905.2563,영화상영관,영화상영관,11,,,,9,2,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20030711,
4109,영화상영관,03_13_02_P,3520000,CDFF4220002003000002,20030711,,3,폐업,3,폐업,20091102,,,,819-8863,,406831,인천광역시 연수구 청학동 502-1번지,인천광역시 연수구 청능대로 71  (청학동),,롯데시네마,2.01E+13,I,59:59.0,,171102.0038,434905.2563,영화상영관,영화상영관,11,,,,9,2,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20030711,
4110,영화상영관,03_13_02_P,3520000,CDFF4220002005000005,20050629,,3,폐업,3,폐업,20100111,,,,817-0330,,,인천광역시 연수구 청학동 496-4번지 연수동광장프라자 8층,"인천광역시 연수구 벚꽃로 106  (청학동,연수동광장프라자 8층)",,씨너스 연수10 제5관,2.01E+13,I,59:59.0,,171347.0526,435117.5234,영화상영관,영화상영관,15,,,,12,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20050629,중심상업지역
4111,영화상영관,03_13_02_P,3540000,CDFF4220002000000001,20001113,,3,폐업,3,폐업,20030228,,,,500-7800,,403010,인천광역시 부평구 부평동 205-2,,,엡스씨네마 1관,2.00E+13,I,59:59.0,,,,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20001113,
4112,영화상영관,03_13_02_P,3540000,CDFF4220002000000002,20001205,,3,폐업,3,폐업,20030228,,,,,,403010,인천광역시 부평구 부평동 205-2,,,엡스씨네마 2관,2.00E+13,I,59:59.0,,,,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20001205,
4113,영화상영관,03_13_02_P,3540000,CDFF4220002000000003,20000926,,3,폐업,3,폐업,20071214,,,,,,403010,인천광역시 부평구 부평동 738-21,,,키넥스5 1관,2.01E+13,I,59:59.0,,,,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20000926,
4114,영화상영관,03_13_02_P,3540000,CDFF4220002000000004,20000926,,3,폐업,3,폐업,20071214,,,,,,403010,인천광역시 부평구 부평동 738-21,,,키넥스5 2관,2.01E+13,I,59:59.0,,,,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20000926,
4115,영화상영관,03_13_02_P,3540000,CDFF4220002000000005,20000926,,3,폐업,3,폐업,20071214,,,,,,403010,인천광역시 부평구 부평동 738-21,,,키넥스5 3관,2.01E+13,I,59:59.0,,,,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20000926,
4116,영화상영관,03_13_02_P,3540000,CDFF4220002000000006,20000926,,3,폐업,3,폐업,20071214,,,,,,403010,인천광역시 부평구 부평동 738-21,,,키넥스5 4관,2.01E+13,I,59:59.0,,,,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20000926,
4117,영화상영관,03_13_02_P,3540000,CDFF4220002000000007,20000926,,3,폐업,3,폐업,20071214,,,,,,403010,인천광역시 부평구 부평동 738-21,,,키넥스5 5관,2.01E+13,I,59:59.0,,,,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20000926,
4118,영화상영관,03_13_02_P,4860000,CDFF4220002017000002,20171213,,3,폐업,3,폐업,20200702,,,,061-363-7053,,,전라남도 곡성군 곡성읍 읍내리 776-6,전라남도 곡성군 곡성읍 중앙로 59,57537,곡성작은영화관 2관,2.02E+13,U,40:00.0,,226269.053,197812.289,영화상영관,,1,주택가주변,,,1,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20171213,일반주거지역
4119,영화상영관,03_13_02_P,4810000,CDFF4220002003000007,20030521,,3,폐업,3,폐업,20160304,,,,654-5092,,,전라남도 여수시 여서동 497-7번지,전라남도 여수시 여서로 224 (여서동),,롯데시네마여수점 2관,2.02E+13,I,59:59.0,,264581.8423,139167.8751,영화상영관,영화상영관,,,,,4,1,,,,,,,,,,,,,,,,,,,,영화관,,20030521,
4120,영화상영관,03_13_02_P,4810000,CDFF4220002004000005,20040823,,3,폐업,3,폐업,,,,,683-9595,,555809,전라남도 여수시 학동 85-23번지,,,시네마월드 6관,2.01E+13,I,59:59.0,,260996.6709,140284.4309,영화상영관,영화상영관,8,기타,,,7,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20040823,상업지역
4121,영화상영관,03_13_02_P,4810000,CDFF4220002004000006,20040823,,3,폐업,3,폐업,,,,,683-9595,,555809,전라남도 여수시 학동 85-23번지,,,시네마월드 7관,2.01E+13,I,59:59.0,,260996.6709,140284.4309,영화상영관,영화상영관,8,기타,,,7,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20040823,상업지역
4122,영화상영관,03_13_02_P,4810000,CDFF4220002005000001,20050718,,3,폐업,3,폐업,20200101,,,,691-7700,,,전라남도 여수시 신기동 11번지,전라남도 여수시 쌍봉로 208 (신기동),,(유)메가박스여수영화관(M관),2.02E+13,U,40:00.0,,262048.1009,140801.2101,영화상영관,영화상영관,3,주택가주변,,,2,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20050718,일반상업지역
4123,영화상영관,03_13_02_P,4810000,CDFF4220002005000003,20050718,,3,폐업,3,폐업,20200101,,,,691-7700,,,전라남도 여수시 신기동 11번지,전라남도 여수시 쌍봉로 208 (신기동),,(유)메가박스여수영화관 제3관,2.02E+13,U,40:00.0,,262048.1009,140801.2101,영화상영관,영화상영관,3,주택가주변,,,2,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20050718,일반상업지역
4124,영화상영관,03_13_02_P,4810000,CDFF4220002005000004,20050721,,3,폐업,3,폐업,20200101,,,,691-7700,,,전라남도 여수시 신기동 11번지,전라남도 여수시 쌍봉로 208 (신기동),,(유)메가박스여수영화관 제2관,2.02E+13,U,40:00.0,,262048.1009,140801.2101,영화상영관,영화상영관,2,학교정화(상대),,,2,1,문화시설,1.1,,,,,,,,,,,,,,,,,,영화관,,20050721,준주거지역
4125,영화상영관,03_13_02_P,4810000,CDFF4220002005000005,20050721,,3,폐업,3,폐업,20200101,,,,691-7700,,,전라남도 여수시 신기동 11번지,전라남도 여수시 쌍봉로 208 (신기동),,(유)메가박스여수영화관 제6관,2.02E+13,U,40:00.0,,262048.1009,140801.2101,영화상영관,영화상영관,1,학교정화(상대),,,1,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20050721,준주거지역
4126,영화상영관,03_13_02_P,4810000,CDFF4220002005000006,20050721,,3,폐업,3,폐업,20200101,,,,691-7700,,,전라남도 여수시 신기동 11번지,전라남도 여수시 쌍봉로 208 (신기동),,(유)메가박스여수영화관 제7관,2.02E+13,U,40:00.0,,262048.1009,140801.2101,영화상영관,영화상영관,1,학교정화(상대),,,1,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20050721,준주거지역
4127,영화상영관,03_13_02_P,4810000,CDFF4220002005000007,20050721,,3,폐업,3,폐업,20200101,,,,691-7700,,,전라남도 여수시 신기동 11번지,전라남도 여수시 쌍봉로 208 (신기동),,(유)메가박스여수영화관 제8관,2.02E+13,U,40:00.0,,262048.1009,140801.2101,영화상영관,영화상영관,1,학교정화(상대),,,1,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20050721,준주거지역
4128,영화상영관,03_13_02_P,4810000,CDFF4220002005000008,20050721,,3,폐업,3,폐업,20200101,,,,691-7700,,,전라남도 여수시 신기동 11번지,전라남도 여수시 쌍봉로 208 (신기동),,(유)메가박스여수영화관 제9관,2.02E+13,U,40:00.0,,262048.1009,140801.2101,영화상영관,영화상영관,,학교정화(상대),,,,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20050721,준주거지역
4129,영화상영관,03_13_02_P,4810000,CDFF4220002005000009,20050707,,3,폐업,3,폐업,20200101,,,,691-7700,,,전라남도 여수시 신기동 11번지,전라남도 여수시 쌍봉로 208 (신기동),,(유)메가박스여수영화관 제5관,2.02E+13,U,40:00.0,,262048.1009,140801.2101,영화상영관,영화상영관,,,,,2,1,,1.1,,,,,,,,,,,,,,,,,,영화관,,20050707,
4130,영화상영관,03_13_02_P,4900000,CDFF4220002018000001,20180126,,3,폐업,3,폐업,20200622,,,,061-373-7053,,,"전라남도 화순군 화순읍 광덕리 88 화순군민회관 2층, 화순시네마","전라남도 화순군 화순읍 진각로 85, 화순군민회관 2층, 화순시네마",58122,화순시네마(1관),2.02E+13,U,40:00.0,,198581.3292,173255.1708,영화상영관,,0,기타,,0,2,0,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20180126,자연녹지지역
4131,영화상영관,03_13_02_P,4940000,CDFF4220002006000001,20061124,,3,폐업,3,폐업,20101223,,,,281-8522,,526892,전라남도 영암군 삼호읍 난전리 1691-5번지,,,대불자동차극장,2.01E+13,I,59:59.0,,147331.3674,141721.3152,영화상영관,영화상영관,,기타,,,,,근린생활시설,,,,,,,,,,,,,,,,,,,자동차극장,,20061124,일반상업지역
4132,영화상영관,03_13_02_P,4810000,CDFF4220002003000008,20030521,,3,폐업,3,폐업,20160304,,,,654-5092,,,전라남도 여수시 여서동 497-7번지,전라남도 여수시 여서로 224 (여서동),,롯데시네마여수점 7관,2.02E+13,I,59:59.0,,264581.8423,139167.8751,영화상영관,영화상영관,,,,,4,1,,,,,,,,,,,,,,,,,,,,영화관,,20030521,
4133,영화상영관,03_13_02_P,4810000,CDFF4220002003000009,20030521,,3,폐업,3,폐업,,,,,,,550260,전라남도 여수시 여서동 497-7번지,전라남도 여수시 여서로 224  (여서동),,(유)헐리우드시네마 1 관,2.01E+13,I,59:59.0,,264581.8423,139167.8751,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20030521,
4134,영화상영관,03_13_02_P,4810000,CDFF4220002004000002,20040823,,3,폐업,3,폐업,,,,,683-9595,,555809,전라남도 여수시 학동 85-23번지,,,시네마월드 2관,2.01E+13,I,59:59.0,,260996.6709,140284.4309,영화상영관,영화상영관,8,기타,,,7,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20040823,상업지역
